"WKT","Idcko","Datum","Cas","denvtydnu","weekday","Nocden","daynight","Misto","Udalost","Incident","Vyrizeni","closing","Zdroj","Source","Y","X"
"POINT (16.6262933830001 49.2032655290001)","51289","2017/07/09","1899/12/30","Neděle","Sunday","Den","Day","Jana Svobody 3, Brno-Zabrdovice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20326552920","16.62629338350"
"POINT (16.5799370460001 49.1694795880001)","51350","2017/07/08","1899/12/30","Sobota","Saturday","Den","Day","Havelkova 32, Brno-Bohunice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.16947958760","16.57993704560"
"POINT (16.6404302060001 49.200793585)","51612","2017/07/06","1899/12/30","Čtvrtek","Thursday","Noc","Night","Bubenickova 46, Brno-zidenice","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20079358520","16.64043020620"
"POINT (16.602826986 49.2106676020001)","51708","2017/07/05","1899/12/30","Středa","Wednesday","Noc","Night","stefanikova 30, Brno-Ponava","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21066760190","16.60282698610"
"POINT (16.656905312 49.2015409540001)","51739","2017/07/05","1899/12/30","Středa","Wednesday","Den","Day","Vestonicka, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20154095430","16.65690531190"
"POINT (16.594152965 49.2243120150001)","51747","2017/07/05","1899/12/30","Středa","Wednesday","Den","Day","Husitska 2, Brno-Kralovo Pole","Průjezd na červenou - cyklista","Cyclist - ignoring traffic lights","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.22431201520","16.59415296490"
"POINT (16.565414 49.167524)","51841","2017/07/04","1899/12/30","Úterý","Tuesday","Noc","Night","U posty, Brno","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.16752400000","16.56541400000"
"POINT (16.6460612430001 49.1945227430001)","52404","2017/07/01","1899/12/30","Sobota","Saturday","Den","Day","Otakara sevcika 16, Brno-zidenice","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19452274290","16.64606124340"
"POINT (16.519320146 49.222221351)","52636","2017/06/29","1899/12/30","Čtvrtek","Thursday","Noc","Night","Paterni, Brno","Cyklista - Alkohol nad 0,3 promile","Cyclist - alcohol over 0,3","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.22222135090","16.51932014610"
"POINT (16.5342004340001 49.2209068180001)","52643","2017/06/29","1899/12/30","Čtvrtek","Thursday","Noc","Night","Pod Horkou, Brno","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.22090681850","16.53420043420"
"POINT (16.508151276 49.2193151600001)","52647","2017/06/29","1899/12/30","Čtvrtek","Thursday","Noc","Night","Vejrostova, Brno","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21931515960","16.50815127640"
"POINT (16.625397091 49.1753410430001)","52681","2017/06/29","1899/12/30","Čtvrtek","Thursday","Den","Day","Luzna 30, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17534104310","16.62539709140"
"POINT (16.6191772760001 49.1747708680001)","52919","2017/06/29","1899/12/30","Čtvrtek","Thursday","Den","Day","Ksirova 31, Brno-Komarov","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17477086770","16.61917727550"
"POINT (16.6160921370001 49.1702799120001)","52936","2017/06/29","1899/12/30","Čtvrtek","Thursday","Den","Day","Ksirova, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.5792942850001 49.1676842110001)","53082","2017/06/28","1899/12/30","Středa","Wednesday","Den","Day","Bohuňova 31, Brno-Bohunice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.16768421140","16.57929428540"
"POINT (16.597835748 49.2207701940001)","53301","2017/06/28","1899/12/30","Středa","Wednesday","Den","Day","Veleslavinova 6, Brno-Kralovo Pole","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.22077019430","16.59783574780"
"POINT (16.5765796360001 49.174383376)","53302","2017/06/28","1899/12/30","Středa","Wednesday","Den","Day","Jihlavska 20, Brno-Bohunice","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17438337610","16.57657963580"
"POINT (16.670983769 49.1486208970001)","53371","2017/06/27","1899/12/30","Úterý","Tuesday","Den","Day","Vitezna 8, Brno-Turany","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.14862089710","16.67098376940"
"POINT (16.6206636100001 49.174994559)","53422","2017/06/27","1899/12/30","Úterý","Tuesday","Den","Day","Ksirova 8, Brno-Komarov","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17499455870","16.62066360960"
"POINT (16.601014553 49.1835090260001)","53615","2017/06/27","1899/12/30","Úterý","Tuesday","Den","Day","Renneska trida 4, Brno-styrice","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18350902610","16.60101455340"
"POINT (16.600869157 49.183365026)","53620","2017/06/27","1899/12/30","Úterý","Tuesday","Den","Day","Renneska trida 6, Brno-styrice","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18336502610","16.60086915710"
"POINT (16.600869157 49.183365026)","53621","2017/06/27","1899/12/30","Úterý","Tuesday","Den","Day","Renneska trida 6, Brno-styrice","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18336502610","16.60086915710"
"POINT (16.600869157 49.183365026)","53630","2017/06/27","1899/12/30","Úterý","Tuesday","Den","Day","Renneska trida 6, Brno-styrice","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18336502610","16.60086915710"
"POINT (16.600869157 49.183365026)","53633","2017/06/27","1899/12/30","Úterý","Tuesday","Den","Day","Renneska trida 6, Brno-styrice","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18336502610","16.60086915710"
"POINT (16.600869157 49.183365026)","53639","2017/06/27","1899/12/30","Úterý","Tuesday","Den","Day","Renneska trida 6, Brno-styrice","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18336502610","16.60086915710"
"POINT (16.611082321 49.1647469160001)","54066","2017/06/25","1899/12/30","Neděle","Sunday","Den","Day","Sokolova 20, Brno-Horni Herspice","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.16474691620","16.61108232070"
"POINT (16.514192162 49.1982053190001)","54121","2017/06/24","1899/12/30","Sobota","Saturday","Noc","Night","Stara dalnice, Brno","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19820531920","16.51419216160"
"POINT (16.599936954 49.217686648)","54179","2017/06/24","1899/12/30","Sobota","Saturday","Den","Day","Podebradova 74, Brno-Ponava","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.21768664770","16.59993695430"
"POINT (16.6707773210001 49.1490714240001)","54689","2017/06/22","1899/12/30","Čtvrtek","Thursday","Den","Day","Vitezna 2, Brno-Turany","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.14907142380","16.67077732120"
"POINT (16.620569587 49.1749899850001)","54903","2017/06/21","1899/12/30","Středa","Wednesday","Den","Day","Ksirova 10, Brno-Komarov","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17498998460","16.62056958710"
"POINT (16.617524272 49.198936603)","55274","2017/06/21","1899/12/30","Středa","Wednesday","Den","Day","Bratislavska 28, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19893660300","16.61752427200"
"POINT (16.64379273 49.2062066170001)","55283","2017/06/21","1899/12/30","Středa","Wednesday","Den","Day","Komprdova 1, Brno-zidenice","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20620661650","16.64379272970"
"POINT (16.6267189 49.17577923)","55805","2017/06/19","1899/12/30","Pondělí","Monday","Den","Day","Luzna 45, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.17577923000","16.62671890000"
"POINT (16.6267189 49.17577923)","55806","2017/06/19","1899/12/30","Pondělí","Monday","Den","Day","Luzna 45, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.17577923000","16.62671890000"
"POINT (16.6267189 49.17577923)","55807","2017/06/19","1899/12/30","Pondělí","Monday","Den","Day","Luzna 45, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.17577923000","16.62671890000"
"POINT (16.6130791 49.19117147)","55822","2017/06/19","1899/12/30","Pondělí","Monday","Den","Day","Nadrazni 1, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19117147000","16.61307910000"
"POINT (16.62041651 49.1747626200001)","55851","2017/06/19","1899/12/30","Pondělí","Monday","Den","Day","Ksirova 11, Brno-Komarov","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17476262000","16.62041651000"
"POINT (16.62049024 49.1758702500001)","55860","2017/06/19","1899/12/30","Pondělí","Monday","Den","Day","Marianske namesti, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17587025000","16.62049024000"
"POINT (16.63968902 49.2031766)","56133","2017/06/18","1899/12/30","Neděle","Sunday","Noc","Night","Stara osada, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660000","16.63968902000"
"POINT (16.5233759600001 49.22767449)","56166","2017/06/18","1899/12/30","Neděle","Sunday","Den","Day","Pristavni-Penny, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.22767449000","16.52337596000"
"POINT (16.57885774 49.168207453)","57008","2017/06/15","1899/12/30","Čtvrtek","Thursday","Noc","Night","Bohuňova 10, Brno-Bohunice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.16820745330","16.57885773990"
"POINT (16.6247894700001 49.2033990800001)","57521","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Pradlacka 30, Brno-Zabrdovice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20339908000","16.62478947000"
"POINT (16.6215386100001 49.1746094)","57541","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Marianske namesti 5, Brno-Komarov","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17460940000","16.62153861000"
"POINT (16.6215386100001 49.1746094)","57544","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Marianske namesti 5, Brno-Komarov","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17460940000","16.62153861000"
"POINT (16.6215386100001 49.1746094)","57545","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Marianske namesti 5, Brno-Komarov","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17460940000","16.62153861000"
"POINT (16.62539709 49.17534104)","57546","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Luzna 30, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17534104000","16.62539709000"
"POINT (16.6215386100001 49.1746094)","57547","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Marianske namesti 5, Brno-Komarov","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17460940000","16.62153861000"
"POINT (16.62539709 49.17534104)","57548","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Luzna 30, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17534104000","16.62539709000"
"POINT (16.6252726500001 49.17530086)","57557","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Luzna 28, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17530086000","16.62527265000"
"POINT (16.6250849900001 49.1755333300001)","57559","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Luzna 27, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17553333000","16.62508499000"
"POINT (16.6250849900001 49.1755333300001)","57560","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Luzna 27, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17553333000","16.62508499000"
"POINT (16.6252726500001 49.17530086)","57561","2017/06/13","1899/12/30","Úterý","Tuesday","Den","Day","Luzna 28, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17530086000","16.62527265000"
